NE_WND 1,NE_WND 2,NE_WND 3,NE_WND 4,NE_WND 5,NE_WND 6,NE_WND 7,NE_WND 8,NE_WND 9,NE_WND 10,NE_WND 11,NE_WND 12,NE_WND 13,NE_WND 14,NE_WND 15,NE_WND 16,NE_WND 17,NE_WND 18,NE_WND 19,NE_WND 20,NE_WND 21,NE_WND 22,NE_WND 23,NE_WND 24,NE_WND 25,NE_WND 26,NE_WND 27,NE_WND 28,NE_WND 29,NE_WND 30,NE_WND 31,NE_WND 32,NE_WND 33,NE_WND 34,NE_WND 35,NE_PV 1,NE_PV 2,NE_PV 3,NE_PV 4,NE_PV 5,NE_PV 6,NE_PV 7,NE_PV 8,NE_PV 9,NE_PV 10,NE_PV 11,NE_PV 12,NE_PV 13,NE_PV 14,NE_PV 15,NE_PV 16,NE_PV 17,NE_PV 18,NE_PV 19,NE_PV 20,NE_PV 21,NE_PV 22,NE_PV 23,NE_PV 24,NE_PV 25,NE_PV 26,NE_PV 27,NE_PV 28,NE_PV 29,NE_PV 30,NE_PV 31,NE_PV 32,NE_PV 33,NE_PV 34,NE_PV 35,NE_OFWND 1
0.6071317817151677,0.49592736266367793,0.4277795085849,0.44942226262614354,0.41104673589998225,0.4615672737986557,0.44308153156201024,0.42699024008187525,0.4171463646060247,0.38499340108521213,0.5794459015699489,0.5539131602298051,0.5276040096308985,0.4968001917115023,0.4766180806559698,0.5316853888438036,0.5152367626347314,0.5344318671714592,0.5445104731920127,0.4933994327335979,0.23924576136127804,0.2546645194853996,0.22969461381105205,0.29728679412795356,0.3477975528571885,0.46708741712120216,0.4322948450050091,0.4368137154524825,0.43009203023474685,0.4218896473213899,0.4897306691010165,0.46504367450535716,0.46779367455981413,0.4585787149928297,0.4368268955839847,0.4919902888327841,0.40322666190699596,0.3113654027631497,0.29831308600403855,0.24238429707609527,0.6403945209287789,0.7000654931112006,0.7170901623016743,0.6996711372854547,0.6254979159448748,0.6655427787094907,0.5664742828521785,0.4335137367938352,0.33032213219998735,0.24622099563392963,0.4551801044164635,0.2653390662192413,0.23222304235805796,0.21455166090963124,0.2072121441446325,0.6944014598858886,0.6950162586437587,0.6541993809817445,0.4968423478171937,0.27377807204340215,0.6921212780482779,0.6821770661220153,0.6808100757284883,0.6821429156979751,0.68806109943622,0.6070762432125406,0.5989928248505165,0.5882476220061494,0.620482659622115,0.6046156715939437,0.42575221806764596
0.6071317817151677,0.49592736266367793,0.4277795085849,0.4187113378916467,0.3725790319123245,0.3734989070067115,0.3545095094103994,0.42699024008187536,0.3300508997999181,0.38499340108521213,0.5374412208096444,0.5539131602298051,0.5276040096308985,0.4968001917115023,0.47661808065596967,0.5288081323690573,0.5152367626347313,0.5344318671714592,0.5445104731920127,0.4933994327335979,0.23924576136127804,0.19484668650115106,0.18247796654529208,0.2413920715575067,0.2954698211933139,0.42213272099795934,0.42146210727882955,0.4368137154524825,0.43009203023474685,0.3936596388146191,0.3983526206280481,0.46504367450535716,0.46779367455981413,0.4585787149928298,0.4368268955839847,0.3575495166117327,0.36333022242416413,0.3113654027631497,0.16000359907536751,0.24238429707609527,0.6403945209287789,0.6120957511056843,0.6677615840221721,0.6524039122700358,0.5618867762029645,0.6081108984080565,0.42439438379524397,0.2914775465045679,0.18466729072633395,0.22106894985639372,0.4551801044164635,0.167385500459786,0.11973682299496438,0.09961864419101867,0.09780712664504562,0.6451657310096485,0.6603088811114604,0.6541993809817445,0.4968423478171937,0.12375880730425977,0.6027734396205988,0.6292985676424541,0.638193555822468,0.633421590577892,0.6342432256729446,0.6070762432125406,0.5989928248505165,0.5184405213963382,0.5230398618467342,0.5129710590202708,0.26794387847185136
0.5788712179758131,0.4659674781700621,0.4277795085849,0.4187113378916467,0.3725790319123245,0.2820905571763682,0.26604544757220583,0.2537423595595457,0.3300508997999181,0.2992251376460058,0.4855930815981851,0.46730288305814993,0.44818991948296344,0.3365500691702346,0.32334330207702283,0.353952428926149,0.4454450032238214,0.5344318671714592,0.46537251118659934,0.4052242421946074,0.23924576136127804,0.19484668650115106,0.18247796654529208,0.24139207155750672,0.2954698211933139,0.4067259650078885,0.3935802392958935,0.4085191160638151,0.40903038648713064,0.3936596388146191,0.3128808902257866,0.2885776888950981,0.29606030133026684,0.29323949438782637,0.2786494142084024,0.3193645308550218,0.2652808468496172,0.17955182552081664,0.16000359907536751,0.10552459891794497,0.5209385056667115,0.4946373095302993,0.5497462514695981,0.521064654926966,0.5075946730501433,0.47682922674403727,0.3898072489625178,0.2700315483869632,0.18466729072633395,0.11887285904891956,0.3212181424564763,0.12428260978525271,0.11973682299496438,0.09961864419101867,0.09780712664504562,0.5217465456412029,0.5511254622066459,0.5431686002411006,0.3695187051854908,0.12375880730425977,0.48170574422194135,0.41131176489369947,0.5169526038661065,0.5107733410997213,0.5137708076229268,0.48718470503575767,0.4803075107644159,0.3929509185876494,0.3984139964106523,0.38844332377048646,0.16052579730749125
0.5788712179758131,0.4659674781700621,0.41017694164068813,0.4187113378916467,0.3725790319123245,0.2820905571763682,0.26604544757220583,0.2537423595595457,0.21924793632956333,0.18843039664663608,0.35927784844582134,0.36019913941595316,0.39079306188866375,0.3365500691702346,0.32334330207702283,0.353952428926149,0.3688232795460621,0.47717210528015885,0.39739523649872527,0.3409586803046431,0.1676896026466031,0.12763529732333903,0.18247796654529208,0.16975094024547033,0.22513291223272275,0.4067259650078885,0.3789508311464272,0.4085191160638151,0.40903038648713064,0.3437707109043088,0.3128808902257866,0.2885776888950981,0.29606030133026684,0.29323949438782637,0.2786494142084024,0.2509969855608853,0.18466160979656582,0.17955182552081664,0.16000359907536751,0.10552459891794497,0.2895359494148372,0.3742607951916536,0.32027259608830555,0.31196424954697166,0.4415586845967002,0.24587865680413468,0.3168799047340033,0.19820861294503073,0.18466729072633392,0.11887285904891956,0.24416593136921771,0.12428260978525271,0.08754052866939752,0.09961864419101867,0.09780712664504562,0.3206797932995195,0.4292028083891989,0.3940329268589002,0.3695187051854908,0.12375880730425977,0.33884816635126896,0.2922593096849948,0.3132786063892191,0.2829597949707471,0.30544297362056483,0.3495354592077259,0.35255083375947266,0.3929509185876494,0.39841399641065234,0.3884433237704865,0.16052579730749125
0.5372747148727963,0.42879895888832775,0.41017694164068813,0.41871133789164683,0.3725790319123245,0.2820905571763682,0.26604544757220583,0.2537423595595457,0.21924793632956333,0.18843039664663608,0.2892346010754199,0.28004773815974454,0.27664849007715964,0.3365500691702346,0.2847721691873984,0.353952428926149,0.3688232795460621,0.4068393417927956,0.39739523649872527,0.325821309360567,0.1676896026466031,0.127635297323339,0.12372507002960575,0.16975094024547033,0.22513291223272275,0.4067259650078885,0.3789508311464272,0.3972503543757271,0.3927451502283584,0.3437707109043088,0.3128808902257866,0.2885776888950981,0.29606030133026684,0.29323949438782637,0.2786494142084024,0.20655700795013043,0.14088239844211026,0.17955182552081664,0.1600035990753675,0.10552459891794497,0.2895359494148371,0.23643523298277494,0.32027259608830555,0.31196424954697166,0.2644984704943109,0.24587865680413468,0.18457970742238236,0.1558384327692753,0.18466729072633392,0.11887285904891956,0.24416593136921771,0.12428260978525271,0.08754052866939752,0.09961864419101867,0.09780712664504562,0.32067979329951957,0.34194983788202493,0.3940329268589002,0.2640564554655814,0.12375880730425977,0.2384462857528026,0.15703725437551758,0.17688029257291296,0.18417790892521865,0.1702411395758827,0.2494936416283628,0.15300630601522075,0.18521411477206715,0.19133770243002118,0.1812275792382487,0.16052579730749125
0.49545970870735045,0.42879895888832775,0.41017694164068813,0.3810549076677274,0.3725790319123245,0.2820905571763682,0.26604544757220583,0.2277346351949922,0.21924793632956333,0.18843039664663608,0.2101691957426907,0.20358938704246868,0.2766484900771597,0.30510115210236044,0.2847721691873983,0.353952428926149,0.3688232795460621,0.4068393417927956,0.39739523649872527,0.325821309360567,0.08845504508892285,0.127635297323339,0.12372507002960575,0.16975094024547036,0.14939449654901826,0.4067259650078885,0.3789508311464272,0.3972503543757271,0.3927451502283584,0.3437707109043088,0.3128808902257866,0.2885776888950981,0.2634976646347682,0.29323949438782637,0.26151204609420003,0.20655700795013043,0.14088239844211023,0.0878750494815414,0.1600035990753675,0.10552459891794497,0.152059652391934,0.17908941836383951,0.17918684519963488,0.18292454716693682,0.24434322930153862,0.24587865680413468,0.18457970742238233,0.1558384327692753,0.0985830914920465,0.11887285904891956,0.14362278677923826,0.12428260978525271,0.08754052866939752,0.07508049859195386,0.07540423649835536,0.32067979329951957,0.34194983788202493,0.2589356985038568,0.2640564554655813,0.12375880730425977,0.14491683798018157,0.15703725437551758,0.176880292572913,0.18417790892521863,0.17024113957588272,0.1528339528422063,0.15300630601522075,0.18521411477206715,0.19133770243002118,0.1812275792382487,0.16052579730749125
0.49545970870735045,0.42879895888832775,0.41017694164068813,0.3810549076677274,0.3725790319123245,0.2820905571763682,0.2434042532520225,0.2277346351949922,0.21924793632956333,0.18843039664663608,0.2101691957426907,0.20358938704246868,0.2091691825629626,0.30510115210236044,0.28477216918739834,0.353952428926149,0.3688232795460621,0.4068393417927956,0.37598262588586795,0.325821309360567,0.08845504508892284,0.05866977893504525,0.12372507002960575,0.10010332620937748,0.14939449654901826,0.4067259650078885,0.3789508311464272,0.3972503543757271,0.3927451502283584,0.3437707109043088,0.3128808902257866,0.2651716427487195,0.26349766463476826,0.2660603621976218,0.2269139050148048,0.1471848427522327,0.14088239844211023,0.0878750494815414,0.08959530796456627,0.10552459891794497,0.152059652391934,0.17908941836383954,0.07467591687222612,0.07810516129565101,0.1589440471231932,0.11876929425352072,0.18457970742238233,0.09093004962128645,0.09858309149204651,0.11887285904891956,0.14362278677923826,0.12428260978525271,0.08754052866939752,0.07508049859195386,0.07540423649835536,0.08939887587360225,0.1123292049193377,0.14365796780460996,0.2640564554655813,0.12375880730425977,0.14491683798018157,0.15703725437551758,0.176880292572913,0.18417790892521863,0.07856768156217546,0.1528339528422063,0.15300630601522075,0.14572586222990536,0.19133770243002118,0.1812275792382487,0.16052579730749125
0.458278920626081,0.37840163061449306,0.38222144068485286,0.3810549076677274,0.3458570373977974,0.2820905571763682,0.2434042532520225,0.2277346351949922,0.21924793632956333,0.18843039664663608,0.1686601157891468,0.1610793570529873,0.16750128896181832,0.2594027518624535,0.28477216918739834,0.353952428926149,0.3688232795460621,0.3845715063025475,0.37598262588586795,0.325821309360567,0.08845504508892284,0.05866977893504525,0.06721444497811775,0.10010332620937748,0.14939449654901826,0.4067259650078885,0.3789508311464272,0.3972503543757271,0.3927451502283584,0.3127418855363557,0.30578511154121596,0.26517164274871957,0.26349766463476826,0.2660603621976218,0.2269139050148048,0.10237631414155227,0.14088239844211023,0.0878750494815414,0.08959530796456627,0.10552459891794497,0.05859505274621486,0.06547743535809229,0.07467591687222612,0.07810516129565101,0.08220851991479196,0.11876929425352072,0.18457970742238233,0.09093004962128645,0.09858309149204651,0.11887285904891956,0.14362278677923826,0.1242826097852527,0.08754052866939752,0.07508049859195386,0.07540423649835536,0.08939887587360225,0.1123292049193377,0.14365796780460996,0.2640564554655813,0.05695822079510947,0.07407935545700847,0.07349036615185708,0.08631368517167777,0.09439179845136594,0.07856768156217546,0.1528339528422063,0.15300630601522075,0.10696117566066354,0.19133770243002118,0.1812275792382487,0.16052579730749125
0.4582789206260811,0.35997351837493285,0.3427166749776037,0.3373368095048349,0.3458570373977974,0.2645102046460252,0.2434042532520225,0.2277346351949922,0.21924793632956333,0.18843039664663608,0.1686601157891468,0.1610793570529873,0.16750128896181832,0.2594027518624536,0.28477216918739834,0.353952428926149,0.3688232795460621,0.3845715063025475,0.37598262588586795,0.325821309360567,0.08845504508892284,0.05866977893504525,0.06721444497811775,0.10010332620937748,0.14939449654901826,0.4067259650078885,0.3789508311464272,0.3972503543757271,0.34751691032222765,0.3127418855363557,0.30578511154121596,0.26517164274871957,0.26349766463476826,0.2198307866420993,0.1747392180847773,0.10237631414155227,0.14088239844211023,0.0878750494815414,0.08959530796456627,0.10552459891794497,0.05859505274621486,0.06547743535809229,0.07467591687222612,0.07810516129565101,0.08220851991479197,0.11876929425352072,0.09351321649289501,0.048490609107882235,0.09858309149204651,0.11887285904891956,0.14362278677923826,0.1242826097852527,0.08754052866939752,0.07508049859195386,0.07540423649835536,0.08939887587360225,0.1123292049193377,0.10927482708662299,0.17381710930675143,0.05695822079510947,0.07407935545700847,0.07349036615185708,0.08631368517167777,0.05628149247459322,0.07856768156217546,0.0863160692187252,0.15300630601522075,0.10484452597117733,0.1470166795685643,0.136793018968699,0.12450099438428874
0.4582789206260811,0.35997351837493285,0.32672367470631775,0.3373368095048349,0.3458570373977974,0.2645102046460252,0.2434042532520225,0.2277346351949922,0.21924793632956333,0.15207588769311178,0.1686601157891468,0.1610793570529873,0.16750128896181832,0.22608847020399342,0.24304122155850835,0.353952428926149,0.3688232795460621,0.3845715063025475,0.37598262588586795,0.325821309360567,0.08845504508892284,0.05866977893504525,0.06721444497811775,0.10010332620937748,0.14939449654901826,0.4067259650078885,0.3789508311464272,0.39725035437572703,0.34751691032222765,0.3042466774730478,0.30578511154121596,0.26517164274871957,0.26349766463476826,0.18089890234168918,0.1747392180847773,0.10237631414155227,0.14088239844211023,0.0878750494815414,0.08959530796456627,0.10552459891794497,0.05859505274621486,0.06547743535809229,0.07467591687222612,0.07810516129565101,0.08220851991479197,0.052121752696725386,0.05614958896920128,0.048490609107882235,0.09858309149204651,0.06606476375392942,0.14362278677923826,0.1242826097852527,0.08754052866939752,0.07508049859195386,0.07540423649835536,0.08939887587360225,0.1123292049193377,0.05463015165410408,0.17381710930675143,0.05695822079510947,0.07407935545700847,0.07349036615185708,0.08631368517167777,0.05628149247459322,0.07856768156217546,0.0481533793322225,0.11541795582209942,0.06859215679797277,0.1470166795685643,0.08015664499413379,0.12450099438428874
0.4177197019831021,0.35997351837493285,0.32672367470631775,0.3373368095048349,0.31317192267711813,0.2645102046460252,0.2434042532520225,0.2277346351949922,0.21924793632956333,0.15207588769311178,0.1686601157891468,0.1610793570529873,0.16750128896181832,0.18528976121823562,0.24304122155850835,0.353952428926149,0.3688232795460621,0.3845715063025475,0.37598262588586795,0.325821309360567,0.08845504508892284,0.05866977893504525,0.06721444497811775,0.10010332620937748,0.14939449654901826,0.37167724241675887,0.3789508311464272,0.3766873026532862,0.34751691032222765,0.3042466774730478,0.30578511154121596,0.26517164274871957,0.26349766463476826,0.15128337791409116,0.1747392180847773,0.10237631414155227,0.0691311893752975,0.0878750494815414,0.08959530796456627,0.05879133131290176,0.05859505274621486,0.06547743535809229,0.07467591687222612,0.07810516129565101,0.08220851991479197,0.052121752696725386,0.05614958896920128,0.048490609107882235,0.09858309149204651,0.06606476375392942,0.06972003188544584,0.1242826097852527,0.08754052866939752,0.07508049859195386,0.07540423649835536,0.08939887587360225,0.059531807880611076,0.05463015165410408,0.10166868768814297,0.05695822079510947,0.03873721698192114,0.03883148976121232,0.05189325254452963,0.05628149247459322,0.0444343243279156,0.0481533793322225,0.060947907819897874,0.06859215679797277,0.09557930877448832,0.08015664499413379,0.12450099438428874
0.41771970198310215,0.32538089035657614,0.31093383390902524,0.3373368095048349,0.31317192267711813,0.2645102046460252,0.2434042532520225,0.2277346351949922,0.21924793632956333,0.15207588769311178,0.1686601157891468,0.1610793570529873,0.16750128896181832,0.18528976121823562,0.20961273081773973,0.353952428926149,0.3688232795460621,0.3845715063025475,0.37598262588586795,0.2635934699797155,0.08845504508892284,0.05866977893504525,0.06721444497811775,0.10010332620937748,0.14939449654901826,0.37167724241675887,0.3789508311464272,0.3766873026532862,0.34751691032222765,0.2735020908293318,0.29841387657634283,0.26517164274871957,0.26349766463476826,0.15128337791409116,0.1747392180847773,0.10237631414155227,0.0691311893752975,0.0878750494815414,0.08959530796456627,0.05879133131290176,0.05859505274621486,0.06547743535809229,0.07467591687222612,0.07810516129565101,0.08220851991479197,0.052121752696725386,0.05614958896920128,0.048490609107882235,0.034194746282096,0.06606476375392942,0.037271935464330934,0.1242826097852527,0.08754052866939752,0.07508049859195386,0.07540423649835536,0.04524788056786851,0.059531807880611076,0.05463015165410408,0.10166868768814297,0.05695822079510947,0.03873721698192114,0.03883148976121232,0.05189325254452963,0.05628149247459322,0.0444343243279156,0.0481533793322225,0.060947907819897874,0.06859215679797279,0.09557930877448832,0.08015664499413377,0.12450099438428874
0.3562935374051138,0.32538089035657614,0.31093383390902524,0.3373368095048349,0.31317192267711813,0.2645102046460252,0.2434042532520225,0.2277346351949922,0.21924793632956333,0.12412527798174242,0.1449050741757108,0.1610793570529873,0.16750128896181832,0.18528976121823562,0.20961273081773973,0.353952428926149,0.3688232795460621,0.3845715063025475,0.37598262588586795,0.1879574217466989,0.08845504508892284,0.05866977893504525,0.06721444497811775,0.10010332620937745,0.14939449654901826,0.37167724241675887,0.35869620926202567,0.37032097328682884,0.34751691032222765,0.2288660435253945,0.29841387657634283,0.26517164274871957,0.23307387241175373,0.15128337791409116,0.15766277789878902,0.10237631414155227,0.0691311893752975,0.0878750494815414,0.08959530796456627,0.05879133131290176,0.05859505274621486,0.06547743535809229,0.07467591687222612,0.07810516129565101,0.0399233700618992,0.052121752696725386,0.05614958896920128,0.048490609107882235,0.034194746282096,0.06606476375392942,0.037271935464330934,0.08659220392976975,0.08754052866939752,0.07508049859195386,0.07540423649835536,0.04524788056786851,0.05322305683884754,0.04813446636015582,0.10166868768814297,0.05695822079510947,0.03873721698192114,0.03883148976121232,0.051893252544529644,0.05628149247459322,0.0444343243279156,0.0481533793322225,0.060947907819897874,0.06859215679797279,0.09557930877448832,0.08015664499413377,0.12450099438428874
0.17775785160378424,0.32538089035657614,0.2942952302355385,0.3373368095048349,0.31317192267711813,0.2645102046460252,0.2434042532520225,0.2277346351949922,0.21924793632956333,0.12412527798174242,0.10495377096255616,0.1610793570529873,0.16750128896181832,0.18528976121823562,0.19201895621084725,0.353952428926149,0.3688232795460621,0.3845715063025475,0.37598262588586795,0.1879574217466989,0.08845504508892284,0.05866977893504525,0.06721444497811775,0.10010332620937745,0.14939449654901824,0.2951337134919173,0.354863429362407,0.37032097328682884,0.32235622408217657,0.2288660435253945,0.29841387657634283,0.26517164274871957,0.20448606529947097,0.15128337791409116,0.15385074044801267,0.046247774617556345,0.0691311893752975,0.0878750494815414,0.08959530796456627,0.05879133131290176,0.05859505274621486,0.06547743535809229,0.03624801634697962,0.037931916109023064,0.0399233700618992,0.052121752696725386,0.05614958896920128,0.048490609107882235,0.034194746282096,0.06606476375392942,0.037271935464330934,0.08659220392976975,0.08754052866939752,0.07508049859195386,0.07540423649835536,0.04524788056786851,0.05322305683884754,0.04813446636015582,0.10166868768814297,0.05695822079510947,0.03873721698192114,0.03883148976121232,0.051893252544529644,0.05628149247459322,0.0444343243279156,0.0481533793322225,0.060947907819897874,0.06859215679797279,0.0414854180914319,0.08015664499413377,0.12450099438428874
0.1243057547197756,0.2930587478115707,0.2610346287557648,0.3070065231571441,0.28606403076534254,0.2645102046460252,0.2434042532520225,0.2277346351949922,0.19235813504979532,0.12412527798174242,0.10495377096255616,0.1398140864543423,0.1335092955005837,0.18528976121823562,0.17317059800997642,0.353952428926149,0.3688232795460621,0.3845715063025475,0.37598262588586795,0.13131003556435175,0.08845504508892284,0.05866977893504525,0.06721444497811775,0.10010332620937745,0.14939449654901824,0.2951337134919173,0.3008039537958333,0.2873752008412929,0.32235622408217657,0.2288660435253945,0.29841387657634283,0.26517164274871957,0.20448606529947097,0.15128337791409116,0.15385074044801267,0.046247774617556345,0.0691311893752975,0.0878750494815414,0.08959530796456627,0.05879133131290176,0.05859505274621486,0.06547743535809229,0.03624801634697962,0.037931916109023064,0.0399233700618992,0.0167512263055751,0.05614958896920128,0.048490609107882235,0.034194746282096,0.06606476375392942,0.037271935464330934,0.08659220392976975,0.08754052866939752,0.07508049859195386,0.07540423649835536,0.04524788056786851,0.05322305683884754,0.04813446636015582,0.0379025625486778,0.05695822079510947,0.03873721698192114,0.03883148976121232,0.051893252544529644,0.05628149247459322,0.0444343243279156,0.0481533793322225,0.060947907819897874,0.06859215679797279,0.0414854180914319,0.08015664499413377,0.12450099438428874
0.12430575471977559,0.24108523065933266,0.2471424599376763,0.28634963770316996,0.276158786862572,0.2645102046460252,0.2434042532520225,0.2277346351949922,0.19235813504979532,0.12412527798174242,0.10495377096255616,0.1398140864543423,0.1335092955005837,0.18528976121823565,0.17317059800997642,0.353952428926149,0.3688232795460621,0.3560185501147164,0.37598262588586795,0.0664616254143938,0.08845504508892284,0.05866977893504525,0.06721444497811775,0.10010332620937745,0.14939449654901824,0.2309275950800839,0.3008039537958333,0.22815308096250217,0.2910597542466476,0.16539782315594795,0.29841387657634283,0.26517164274871957,0.20448606529947097,0.15128337791409116,0.12172681087872717,0.046247774617556345,0.0691311893752975,0.0878750494815414,0.08959530796456627,0.05879133131290176,0.05859505274621486,0.030528617016259457,0.03624801634697962,0.037931916109023064,0.0399233700618992,0.0167512263055751,0.05614958896920128,0.048490609107882235,0.034194746282096,0.06606476375392942,0.037271935464330934,0.08659220392976975,0.08754052866939752,0.07508049859195386,0.07540423649835536,0.04524788056786851,0.01590343836974508,0.04813446636015582,0.0379025625486778,0.05695822079510947,0.03873721698192114,0.03883148976121232,0.051893252544529644,0.05628149247459322,0.044434324327915595,0.0481533793322225,0.060947907819897874,0.06859215679797279,0.0414854180914319,0.08015664499413377,0.12450099438428874
0.0663017827474086,0.22152406107934014,0.24714245993767636,0.25156777297874733,0.22003624228360247,0.2645102046460252,0.1965284227412237,0.2277346351949922,0.19235813504979535,0.12412527798174242,0.10495377096255616,0.1063200592265876,0.13350929550058374,0.18528976121823565,0.17317059800997642,0.29313385575305595,0.3090439736648317,0.3560185501147164,0.3759826258858679,0.0664616254143938,0.08845504508892284,0.05866977893504525,0.06721444497811775,0.10010332620937745,0.14939449654901824,0.1731010560143924,0.24555782978857427,0.15564040329266876,0.1882669232679831,0.16539782315594795,0.29841387657634283,0.26517164274871957,0.20448606529947097,0.12841504324284972,0.12172681087872717,0.046247774617556345,0.0691311893752975,0.0878750494815414,0.08959530796456627,0.05879133131290176,0.02667620493275098,0.030528617016259457,0.03624801634697962,0.037931916109023064,0.0399233700618992,0.0167512263055751,0.05614958896920128,0.048490609107882235,0.034194746282096,0.06606476375392942,0.037271935464330934,0.08659220392976975,0.08754052866939752,0.07508049859195386,0.07540423649835536,0.04524788056786852,0.01590343836974508,0.04813446636015582,0.0379025625486778,0.05695822079510947,0.03873721698192114,0.03883148976121232,0.051893252544529644,0.024301904331553624,0.044434324327915595,0.0481533793322225,0.060947907819897874,0.06859215679797279,0.0414854180914319,0.04671631432989522,0.12450099438428874
